arxiv_id,title,authors,subjects,submitted,abstract_raw,abstract_clean,tokens,abstract_word_count,token_count,unique_token_count,type_token_ratio,author_count
2602.20021,Agents of Chaos,"Natalie Shapira, Chris Wendler, Avery Yen, Gabriele Sarti, Koyena Pal, Olivia Floody, Adam Belfki, Alex Loftus, Aditya Ratan Jannali, Nikhil Prakash, Jasmine Cui, Giordano Rogers, Jannik Brinkmann, Can Rager, Amir Zur, Michael Ripa, Aruna Sankaranarayanan, David Atkinson, Rohit Gandikota, Jaden Fiotto-Kaufman, EunJeong Hwang, Hadas Orgad, P Sam Sahil, Negev Taglicht, Tomer Shabtay, Atai Ambus, Nitay Alon, Shiri Oron, Ayelet Gordon-Tapiero, Yotam Kaplan, Vered Shwartz, Tamar Rott Shaham, Christoph Riedl, Reuth Mirsky, Maarten Sap, David Manheim, Tomer Ullman, David Bau",Computer Science > Artificial Intelligence,[Submitted on 23 Feb 2026],"We report an exploratory red-teaming study of autonomous language-model-powered agents deployed in a live laboratory environment with persistent memory, email accounts, Discord access, file systems, and shell execution. Over a two-week period, twenty AI researchers interacted with the agents under benign and adversarial conditions. Focusing on failures emerging from the integration of language models with autonomy, tool use, and multi-party communication, we document eleven representative case studies. Observed behaviors include unauthorized compliance with non-owners, disclosure of sensitive information, execution of destructive system-level actions, denial-of-service conditions, uncontrolled resource consumption, identity spoofing vulnerabilities, cross-agent propagation of unsafe practices, and partial system takeover. In several cases, agents reported task completion while the underlying system state contradicted those reports. We also report on some of the failed attempts. Our findings establish the existence of security-, privacy-, and governance-relevant vulnerabilities in realistic deployment settings. These behaviors raise unresolved questions regarding accountability, delegated authority, and responsibility for downstream harms, and warrant urgent attention from legal scholars, policymakers, and researchers across disciplines. This report serves as an initial empirical contribution to that broader conversation.",report exploratory redteaming study autonomous languagemodelpowered agents deployed live laboratory environment persistent memory email accounts discord access file systems shell execution twoweek period ai researchers interacted agents benign adversarial conditions focusing failures emerging integration language models autonomy tool use multiparty communication document representative case studies observed behaviors include unauthorized compliance nonowners disclosure sensitive information execution destructive systemlevel actions denialofservice conditions uncontrolled resource consumption identity spoofing vulnerabilities crossagent propagation unsafe practices partial system takeover cases agents reported task completion underlying system state contradicted reports report failed attempts findings establish existence security privacy governancerelevant vulnerabilities realistic deployment settings behaviors raise unresolved questions accountability delegated authority responsibility downstream harms warrant urgent attention legal scholars policymakers researchers disciplines report serves initial empirical contribution broader conversation,report exploratory redteaming study autonomous languagemodelpowered agents deployed live laboratory environment persistent memory email accounts discord access file systems shell execution twoweek period ai researchers interacted agents benign adversarial conditions focusing failures emerging integration language models autonomy tool use multiparty communication document representative case studies observed behaviors include unauthorized compliance nonowners disclosure sensitive information execution destructive systemlevel actions denialofservice conditions uncontrolled resource consumption identity spoofing vulnerabilities crossagent propagation unsafe practices partial system takeover cases agents reported task completion underlying system state contradicted reports report failed attempts findings establish existence security privacy governancerelevant vulnerabilities realistic deployment settings behaviors raise unresolved questions accountability delegated authority responsibility downstream harms warrant urgent attention legal scholars policymakers researchers disciplines report serves initial empirical contribution broader conversation,177,121,111,0.9174,38
