arxiv_id,title,authors,subjects,submitted,abstract_raw,abstract_clean,tokens,abstract_word_count,token_count,unique_token_count,type_token_ratio,author_count
1706.03762,Attention Is All You Need,"Ashish Vaswani, Noam Shazeer, Niki Parmar, Jakob Uszkoreit, Llion Jones, Aidan N. Gomez, Lukasz Kaiser, Illia Polosukhin",Computer Science > Computation and Language,"[Submitted on 12 Jun 2017 (v1), last revised 2 Aug 2023 (this version, v7)]","The dominant sequence transduction models are based on complex recurrent or convolutional neural networks in an encoder-decoder configuration. The best performing models also connect the encoder and decoder through an attention mechanism. We propose a new simple network architecture, the Transformer, based solely on attention mechanisms, dispensing with recurrence and convolutions entirely. Experiments on two machine translation tasks show these models to be superior in quality while being more parallelizable and requiring significantly less time to train. Our model achieves 28.4 BLEU on the WMT 2014 English-to-German translation task, improving over the existing best results, including ensembles by over 2 BLEU. On the WMT 2014 English-to-French translation task, our model establishes a new single-model state-of-the-art BLEU score of 41.8 after training for 3.5 days on eight GPUs, a small fraction of the training costs of the best models from the literature. We show that the Transformer generalizes well to other tasks by applying it successfully to English constituency parsing both with large and limited training data.",dominant sequence transduction models based complex recurrent convolutional neural networks encoderdecoder configuration best performing models connect encoder decoder attention mechanism propose new simple network architecture transformer based solely attention mechanisms dispensing recurrence convolutions entirely experiments machine translation tasks models superior quality parallelizable requiring significantly time train model achieves 284 bleu wmt 2014 englishtogerman translation task improving existing best results including ensembles 2 bleu wmt 2014 englishtofrench translation task model establishes new singlemodel stateoftheart bleu score 418 training 35 days gpus small fraction training costs best models literature transformer generalizes tasks applying successfully english constituency parsing large limited training data,dominant sequence transduction models based complex recurrent convolutional neural networks encoderdecoder configuration best performing models connect encoder decoder attention mechanism propose new simple network architecture transformer based solely attention mechanisms dispensing recurrence convolutions entirely experiments machine translation tasks models superior quality parallelizable requiring significantly time train model achieves 284 bleu wmt 2014 englishtogerman translation task improving existing best results including ensembles 2 bleu wmt 2014 englishtofrench translation task model establishes new singlemodel stateoftheart bleu score 418 training 35 days gpus small fraction training costs best models literature transformer generalizes tasks applying successfully english constituency parsing large limited training data,166,99,79,0.798,8
